#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Physo139352	Physo108358	8201648	8189428	67593.Physo139352	67593.Physo108358	0	0	0	0	0.107	0.102	0	0	0.163
Physo158479	Physo140526	8208016	8202631	67593.Physo158479	67593.Physo140526	0	0	0	0	0	0.140	0	0.066	0.162
Physo155811	Physo127360	8207028	8191933	67593.Physo155811	67593.Physo127360	0	0	0	0	0	0.081	0	0.126	0.162
Physo155628	Physo142375	8206953	8204139	67593.Physo155628	67593.Physo142375	0	0	0	0	0.055	0.146	0	0.046	0.162
Physo130376	Physo108701	8194263	8189704	67593.Physo130376	67593.Physo108701	0	0	0	0	0	0.134	0	0.073	0.162
Physo142023	Physo139746	8203849	8201985	67593.Physo142023	67593.Physo139746	0	0	0	0	0.045	0.112	0	0.092	0.162
Physo136011	Physo133628	8198899	8196956	67593.Physo136011	67593.Physo133628	0	0	0	0	0.045	0.159	0	0	0.162
Physo141411	Physo135212	8203340	8198226	67593.Physo141411	67593.Physo135212	0	0	0	0	0	0.113	0	0.094	0.162
Physo142615	Physo127360	8204325	8191933	67593.Physo142615	67593.Physo127360	0	0	0	0	0	0.081	0	0.126	0.162
Physo139392	Physo109716	8201678	8190542	67593.Physo139392	67593.Physo109716	0	0	0	0	0.064	0.121	0	0.064	0.162
Physo139746	Physo111873	8201985	8190699	67593.Physo139746	67593.Physo111873	0	0	0	0	0.045	0.159	0	0	0.162
Physo137893	Physo131364	8200437	8195094	67593.Physo137893	67593.Physo131364	0	0	0	0	0.082	0	0	0.125	0.162
Physo141411	Physo133679	8203340	8196998	67593.Physo141411	67593.Physo133679	0	0	0	0	0	0.113	0	0.094	0.162
Physo156058	Physo142375	8207115	8204139	67593.Physo156058	67593.Physo142375	0	0	0	0	0.055	0.146	0	0.046	0.162
Physo109760	Physo109716	8190578	8190542	67593.Physo109760	67593.Physo109716	0	0	0	0	0.106	0.057	0	0.086	0.162
Physo135200	Physo130224	8198220	8194158	67593.Physo135200	67593.Physo130224	0	0	0	0	0.055	0.067	0	0.126	0.162
Physo158462	Physo111873	8208010	8190699	67593.Physo158462	67593.Physo111873	0	0	0	0	0.045	0.159	0	0	0.162
Physo143907	Physo127360	8205381	8191933	67593.Physo143907	67593.Physo127360	0	0	0	0	0	0.081	0	0.126	0.162
Physo143907	Physo133432	8205381	8196792	67593.Physo143907	67593.Physo133432	0	0	0	0	0	0.081	0	0.126	0.162
Physo141571	Physo141411	8203476	8203340	67593.Physo141571	67593.Physo141411	0	0	0	0	0	0.113	0	0.094	0.162
Physo157297	Physo137803	8207586	8200362	67593.Physo157297	67593.Physo137803	0	0	0	0	0	0.158	0	0.046	0.162
Physo109759	Physo109716	8190577	8190542	67593.Physo109759	67593.Physo109716	0	0	0	0	0.106	0.057	0	0.086	0.162
Physo132531	Physo131144	8196052	8194917	67593.Physo132531	67593.Physo131144	0	0	0	0	0	0.148	0	0.057	0.162
Physo156769	Physo108941	8207387	8189896	67593.Physo156769	67593.Physo108941	0.087	0	0	0	0.050	0	0	0.112	0.162
Physo139546	Physo137893	8201815	8200437	67593.Physo139546	67593.Physo137893	0	0	0	0	0.082	0	0	0.125	0.162
Physo142346	Physo136746	8204113	8199514	67593.Physo142346	67593.Physo136746	0	0	0	0	0	0.140	0	0.066	0.162
Physo155811	Physo133432	8207028	8196792	67593.Physo155811	67593.Physo133432	0	0	0	0	0	0.081	0	0.126	0.162
Physo156923	Physo142375	8207443	8204139	67593.Physo156923	67593.Physo142375	0	0	0	0	0.055	0.146	0	0.046	0.162
Physo142615	Physo133432	8204325	8196792	67593.Physo142615	67593.Physo133432	0	0	0	0	0	0.081	0	0.126	0.162
Physo137994	Physo131364	8200519	8195094	67593.Physo137994	67593.Physo131364	0	0	0	0	0.045	0.131	0	0.071	0.161
Physo130720	Physo109057	8194530	8189986	67593.Physo130720	67593.Physo109057	0	0	0	0	0.105	0	0	0.102	0.161
Physo136228	Physo128696	8199090	8193012	67593.Physo136228	67593.Physo128696	0	0	0	0	0.057	0.120	0	0.071	0.161
Physo141411	Physo132002	8203340	8195599	67593.Physo141411	67593.Physo132002	0	0	0	0	0.045	0.158	0	0	0.161
Physo143355	Physo136856	8204920	8199595	67593.Physo143355	67593.Physo136856	0	0	0	0	0	0	0	0.161	0.161
Physo109633	Physo109290	8190473	8190183	67593.Physo109633	67593.Physo109290	0	0	0	0	0	0.134	0	0.071	0.161
Physo138145	Physo134045	8200640	8197334	67593.Physo138145	67593.Physo134045	0	0	0	0	0.161	0	0	0	0.161
Physo136950	Physo108380	8199680	8189445	67593.Physo136950	67593.Physo108380	0	0	0	0	0.045	0.158	0	0	0.161
Physo143804	Physo139746	8205295	8201985	67593.Physo143804	67593.Physo139746	0	0	0	0	0	0.161	0	0	0.161
Physo144477	Physo129624	8205845	8193707	67593.Physo144477	67593.Physo129624	0	0	0	0	0	0.161	0	0	0.161
Physo132832	Physo128710	8196305	8193024	67593.Physo132832	67593.Physo128710	0	0	0	0	0	0.162	0	0	0.161
Physo135274	Physo128921	8198273	8193199	67593.Physo135274	67593.Physo128921	0	0	0	0	0.071	0.124	0	0.052	0.161
Physo155811	Physo108216	8207028	8189316	67593.Physo155811	67593.Physo108216	0	0	0	0	0	0.151	0	0.053	0.161
Physo136950	Physo108216	8199680	8189316	67593.Physo136950	67593.Physo108216	0	0	0	0	0	0.161	0	0	0.161
Physo130740	Physo130468	8194548	8194322	67593.Physo130740	67593.Physo130468	0.078	0	0	0	0.046	0	0	0.123	0.161
Physo144555	Physo135458	8205907	8198420	67593.Physo144555	67593.Physo135458	0.081	0	0	0	0	0	0	0.125	0.161
Physo143054	Physo124973	8204666	8191312	67593.Physo143054	67593.Physo124973	0	0	0	0	0.087	0.093	0	0.069	0.161
Physo141411	Physo128710	8203340	8193024	67593.Physo141411	67593.Physo128710	0	0	0	0	0	0	0	0.161	0.161
Physo139202	Physo131304	8201519	8195053	67593.Physo139202	67593.Physo131304	0	0	0	0	0	0.162	0	0	0.161
Physo143907	Physo108216	8205381	8189316	67593.Physo143907	67593.Physo108216	0	0	0	0	0	0.151	0	0.053	0.161
Physo133655	Physo128498	8196977	8192857	67593.Physo133655	67593.Physo128498	0	0	0	0	0	0.161	0	0	0.161
Physo155634	Physo127597	8206957	8192112	67593.Physo155634	67593.Physo127597	0	0	0	0	0.106	0.101	0	0	0.161
Physo132981	Physo129478	8196425	8193581	67593.Physo132981	67593.Physo129478	0	0	0	0	0.064	0.124	0	0.059	0.161
Physo134121	Physo124973	8197393	8191312	67593.Physo134121	67593.Physo124973	0	0	0	0	0.087	0.093	0	0.069	0.161
Physo155634	Physo127948	8206957	8192409	67593.Physo155634	67593.Physo127948	0	0	0	0	0.162	0	0	0	0.161
Physo141213	Physo109516	8203188	8190374	67593.Physo141213	67593.Physo109516	0	0	0	0	0.162	0	0	0	0.161
Physo157297	Physo122042	8207586	8191154	67593.Physo157297	67593.Physo122042	0	0	0	0	0.045	0.158	0	0	0.161
Physo156310	Physo155634	8207216	8206957	67593.Physo156310	67593.Physo155634	0	0	0	0	0.106	0.101	0	0	0.161
Physo142615	Physo132531	8204325	8196052	67593.Physo142615	67593.Physo132531	0	0	0	0	0	0.151	0	0.053	0.161
Physo143228	Physo135522	8204809	8198478	67593.Physo143228	67593.Physo135522	0	0	0	0	0	0.134	0	0.071	0.161
Physo142615	Physo108216	8204325	8189316	67593.Physo142615	67593.Physo108216	0	0	0	0	0	0.151	0	0.053	0.161
Physo155634	Physo136943	8206957	8199674	67593.Physo155634	67593.Physo136943	0	0	0	0	0.106	0.101	0	0	0.161
Physo155811	Physo132531	8207028	8196052	67593.Physo155811	67593.Physo132531	0	0	0	0	0	0.151	0	0.053	0.161
Physo143062	Physo109516	8204672	8190374	67593.Physo143062	67593.Physo109516	0	0	0	0	0.045	0.158	0	0	0.161
Physo135522	Physo127705	8198478	8192207	67593.Physo135522	67593.Physo127705	0	0	0	0	0.124	0	0	0.082	0.161
Physo134122	Physo124973	8197394	8191312	67593.Physo134122	67593.Physo124973	0	0	0	0	0.087	0.093	0	0.069	0.161
Physo143907	Physo132531	8205381	8196052	67593.Physo143907	67593.Physo132531	0	0	0	0	0	0.151	0	0.053	0.161
Physo139546	Physo108857	8201815	8189826	67593.Physo139546	67593.Physo108857	0	0	0	0	0.109	0	0	0.098	0.161
Physo129478	Physo128921	8193581	8193199	67593.Physo129478	67593.Physo128921	0	0	0	0	0.089	0.100	0	0.059	0.161
Physo133071	Physo109716	8196497	8190542	67593.Physo133071	67593.Physo109716	0	0	0	0	0.048	0.155	0	0	0.161
Physo139546	Physo137994	8201815	8200519	67593.Physo139546	67593.Physo137994	0	0	0	0	0.045	0.131	0	0.071	0.161
Physo155634	Physo139121	8206957	8201451	67593.Physo155634	67593.Physo139121	0	0	0	0	0.106	0.101	0	0	0.161
Physo131364	Physo108857	8195094	8189826	67593.Physo131364	67593.Physo108857	0	0	0	0	0.109	0	0	0.098	0.161
Physo145066	Physo131822	8206333	8195447	67593.Physo145066	67593.Physo131822	0	0	0	0	0	0.162	0	0	0.161
Physo156058	Physo141571	8207115	8203476	67593.Physo156058	67593.Physo141571	0	0	0	0	0.051	0.152	0	0	0.160
Physo130468	Physo111873	8194322	8190699	67593.Physo130468	67593.Physo111873	0	0	0	0	0.061	0.059	0	0.126	0.160
Physo156058	Physo133679	8207115	8196998	67593.Physo156058	67593.Physo133679	0	0	0	0	0.051	0.152	0	0	0.160
Physo109633	Physo108380	8190473	8189445	67593.Physo109633	67593.Physo108380	0	0	0	0	0.054	0.135	0	0.056	0.160
Physo156058	Physo135212	8207115	8198226	67593.Physo156058	67593.Physo135212	0	0	0	0	0.051	0.152	0	0	0.160
Physo128161	Physo123541	8192573	8191226	67593.Physo128161	67593.Physo123541	0.073	0	0	0	0	0	0	0.132	0.160
Physo140526	Physo121724	8202631	8191143	67593.Physo140526	67593.Physo121724	0	0	0	0	0.060	0.144	0	0	0.160
Physo156923	Physo141571	8207443	8203476	67593.Physo156923	67593.Physo141571	0	0	0	0	0.051	0.152	0	0	0.160
Physo139993	Physo138171	8202192	8200659	67593.Physo139993	67593.Physo138171	0	0	0	0	0.045	0.157	0	0	0.160
Physo143062	Physo130376	8204672	8194263	67593.Physo143062	67593.Physo130376	0	0	0	0	0.047	0.068	0	0.131	0.160
Physo136746	Physo124973	8199514	8191312	67593.Physo136746	67593.Physo124973	0	0	0	0	0.064	0.120	0	0.063	0.160
Physo138171	Physo135412	8200659	8198381	67593.Physo138171	67593.Physo135412	0	0	0	0	0.045	0.157	0	0	0.160
Physo138921	Physo133655	8201278	8196977	67593.Physo138921	67593.Physo133655	0.077	0	0	0	0.064	0	0	0.106	0.160
Physo155477	Physo138171	8206894	8200659	67593.Physo155477	67593.Physo138171	0	0	0	0	0.045	0.157	0	0	0.160
Physo155628	Physo141571	8206953	8203476	67593.Physo155628	67593.Physo141571	0	0	0	0	0.051	0.152	0	0	0.160
Physo141057	Physo140526	8203062	8202631	67593.Physo141057	67593.Physo140526	0	0	0	0	0.060	0.144	0	0	0.160
Physo156923	Physo135212	8207443	8198226	67593.Physo156923	67593.Physo135212	0	0	0	0	0.051	0.152	0	0	0.160
Physo155628	Physo133679	8206953	8196998	67593.Physo155628	67593.Physo133679	0	0	0	0	0.051	0.152	0	0	0.160
Physo133473	Physo109564	8196821	8190413	67593.Physo133473	67593.Physo109564	0	0	0	0	0.052	0.069	0	0.125	0.160
Physo135522	Physo130720	8198478	8194530	67593.Physo135522	67593.Physo130720	0	0	0	0	0.114	0.057	0	0.076	0.160
Physo155628	Physo135212	8206953	8198226	67593.Physo155628	67593.Physo135212	0	0	0	0	0.051	0.152	0	0	0.160
Physo135274	Physo109716	8198273	8190542	67593.Physo135274	67593.Physo109716	0	0	0	0	0.058	0.057	0	0.131	0.160
Physo145353	Physo129672	8206566	8193748	67593.Physo145353	67593.Physo129672	0	0	0	0	0.045	0.157	0	0	0.160
Physo156923	Physo133679	8207443	8196998	67593.Physo156923	67593.Physo133679	0	0	0	0	0.051	0.152	0	0	0.160
Physo143228	Physo129347	8204809	8193497	67593.Physo143228	67593.Physo129347	0	0	0	0	0.045	0.098	0	0.104	0.160
Physo135522	Physo134534	8198478	8197704	67593.Physo135522	67593.Physo134534	0	0	0	0	0.102	0.102	0	0	0.159
Physo129478	Physo119319	8193581	8191021	67593.Physo129478	67593.Physo119319	0	0	0	0	0.055	0.133	0	0.057	0.159
Physo143228	Physo136496	8204809	8199306	67593.Physo143228	67593.Physo136496	0	0	0	0	0	0.102	0	0.102	0.159
Physo145066	Physo134045	8206333	8197334	67593.Physo145066	67593.Physo134045	0	0	0	0	0.045	0.156	0	0	0.159
Physo141977	Physo130720	8203811	8194530	67593.Physo141977	67593.Physo130720	0	0	0	0	0	0.111	0	0.093	0.159
Physo155477	Physo129465	8206894	8193571	67593.Physo155477	67593.Physo129465	0	0	0	0	0.130	0.061	0	0.054	0.159
Physo136496	Physo135012	8199306	8198063	67593.Physo136496	67593.Physo135012	0	0	0	0	0.045	0.156	0	0	0.159
Physo127050	Physo119319	8191673	8191021	67593.Physo127050	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo135274	Physo132002	8198273	8195599	67593.Physo135274	67593.Physo132002	0	0	0	0	0.045	0.156	0	0	0.159
Physo143062	Physo119319	8204672	8191021	67593.Physo143062	67593.Physo119319	0	0	0	0	0.045	0.156	0	0	0.159
Physo130720	Physo109760	8194530	8190578	67593.Physo130720	67593.Physo109760	0	0	0	0	0	0.160	0	0	0.159
Physo143228	Physo137086	8204809	8199800	67593.Physo143228	67593.Physo137086	0	0	0	0	0.044	0.157	0	0	0.159
Physo133438	Physo132531	8196796	8196052	67593.Physo133438	67593.Physo132531	0	0	0	0	0	0.160	0	0	0.159
Physo156239	Physo143228	8207189	8204809	67593.Physo156239	67593.Physo143228	0	0	0	0	0.044	0.157	0	0	0.159
Physo127893	Physo108216	8192362	8189316	67593.Physo127893	67593.Physo108216	0	0	0	0	0	0.160	0	0	0.159
Physo136746	Physo130224	8199514	8194158	67593.Physo136746	67593.Physo130224	0	0	0	0	0.045	0.156	0	0	0.159
Physo155477	Physo128921	8206894	8193199	67593.Physo155477	67593.Physo128921	0	0	0	0	0.055	0.137	0	0.052	0.159
Physo140109	Physo108881	8202282	8189843	67593.Physo140109	67593.Physo108881	0	0	0	0	0.043	0.158	0	0	0.159
Physo130224	Physo129945	8194158	8193952	67593.Physo130224	67593.Physo129945	0	0	0	0	0.045	0.156	0	0	0.159
Physo109716	Physo109603	8190542	8190446	67593.Physo109716	67593.Physo109603	0.079	0	0	0	0.063	0.084	0	0.062	0.159
Physo156239	Physo119319	8207189	8191021	67593.Physo156239	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo141815	Physo130720	8203676	8194530	67593.Physo141815	67593.Physo130720	0	0	0	0	0	0.111	0	0.093	0.159
Physo155477	Physo140423	8206894	8202548	67593.Physo155477	67593.Physo140423	0	0	0	0	0.104	0.100	0	0	0.159
Physo139692	Physo132531	8201938	8196052	67593.Physo139692	67593.Physo132531	0	0	0	0	0	0.160	0	0	0.159
Physo155477	Physo133473	8206894	8196821	67593.Physo155477	67593.Physo133473	0	0	0	0	0.126	0.057	0	0.062	0.159
Physo143228	Physo136950	8204809	8199680	67593.Physo143228	67593.Physo136950	0	0	0	0	0	0.133	0	0.070	0.159
Physo143804	Physo133069	8205295	8196495	67593.Physo143804	67593.Physo133069	0	0	0	0	0	0.160	0	0	0.159
Physo140526	Physo124973	8202631	8191312	67593.Physo140526	67593.Physo124973	0	0	0	0	0.059	0.121	0	0.066	0.159
Physo143228	Physo127050	8204809	8191673	67593.Physo143228	67593.Physo127050	0	0	0	0	0.044	0.157	0	0	0.159
Physo127048	Physo119319	8191671	8191021	67593.Physo127048	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo143228	Physo142173	8204809	8203973	67593.Physo143228	67593.Physo142173	0	0	0	0	0.044	0.157	0	0	0.159
Physo156637	Physo109603	8207343	8190446	67593.Physo156637	67593.Physo109603	0.081	0	0	0	0.092	0	0	0.074	0.159
Physo136856	Physo135412	8199595	8198381	67593.Physo136856	67593.Physo135412	0	0	0	0	0.073	0	0	0.131	0.159
Physo133438	Physo108216	8196796	8189316	67593.Physo133438	67593.Physo108216	0	0	0	0	0	0.160	0	0	0.159
Physo134878	Physo109185	8197965	8190093	67593.Physo134878	67593.Physo109185	0	0	0	0	0.055	0.147	0	0	0.159
Physo132002	Physo131857	8195599	8195474	67593.Physo132002	67593.Physo131857	0	0	0	0	0	0	0	0.160	0.159
Physo130720	Physo128568	8194530	8192910	67593.Physo130720	67593.Physo128568	0	0	0	0	0	0.111	0	0.093	0.159
Physo158018	Physo143228	8207844	8204809	67593.Physo158018	67593.Physo143228	0	0	0	0	0.044	0.157	0	0	0.159
Physo137110	Physo109290	8199820	8190183	67593.Physo137110	67593.Physo109290	0	0	0	0	0.045	0.069	0	0.131	0.159
Physo132531	Physo127893	8196052	8192362	67593.Physo132531	67593.Physo127893	0	0	0	0	0	0.160	0	0	0.159
Physo133004	Physo109716	8196444	8190542	67593.Physo133004	67593.Physo109716	0	0	0	0	0	0.160	0	0	0.159
Physo142143	Physo128237	8203952	8192640	67593.Physo142143	67593.Physo128237	0	0	0	0	0	0	0	0.160	0.159
Physo158059	Physo130474	8207859	8194328	67593.Physo158059	67593.Physo130474	0	0	0	0	0	0.160	0	0	0.159
Physo155477	Physo120926	8206894	8191102	67593.Physo155477	67593.Physo120926	0	0	0	0	0.104	0.100	0	0	0.159
Physo129624	Physo108456	8193707	8189509	67593.Physo129624	67593.Physo108456	0	0	0	0	0.045	0.156	0	0	0.159
Physo131144	Physo108216	8194917	8189316	67593.Physo131144	67593.Physo108216	0	0	0	0	0	0.148	0	0.054	0.159
Physo139485	Physo133473	8201762	8196821	67593.Physo139485	67593.Physo133473	0	0	0	0	0.101	0.103	0	0	0.159
Physo143228	Physo127048	8204809	8191671	67593.Physo143228	67593.Physo127048	0	0	0	0	0.044	0.157	0	0	0.159
Physo158018	Physo119319	8207844	8191021	67593.Physo158018	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo129672	Physo128696	8193748	8193012	67593.Physo129672	67593.Physo128696	0	0	0	0	0.059	0.132	0	0.054	0.159
Physo128851	Physo119319	8193136	8191021	67593.Physo128851	67593.Physo119319	0	0	0	0	0.045	0.094	0	0.107	0.159
Physo142173	Physo119319	8203973	8191021	67593.Physo142173	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo137086	Physo119319	8199800	8191021	67593.Physo137086	67593.Physo119319	0	0	0	0	0	0.160	0	0	0.159
Physo141955	Physo108881	8203790	8189843	67593.Physo141955	67593.Physo108881	0	0	0	0	0.043	0.158	0	0	0.159
Physo135274	Physo134045	8198273	8197334	67593.Physo135274	67593.Physo134045	0	0	0	0	0.045	0.156	0	0	0.159
Physo115990	Physo109716	8190881	8190542	67593.Physo115990	67593.Physo109716	0.052	0	0	0	0.061	0	0	0.132	0.159
Physo130720	Physo109759	8194530	8190577	67593.Physo130720	67593.Physo109759	0	0	0	0	0	0.160	0	0	0.159
Physo145066	Physo136228	8206333	8199090	67593.Physo145066	67593.Physo136228	0	0	0	0	0.053	0.146	0	0.044	0.159
Physo139692	Physo108216	8201938	8189316	67593.Physo139692	67593.Physo108216	0	0	0	0	0	0.160	0	0	0.159
Physo140562	Physo133655	8202657	8196977	67593.Physo140562	67593.Physo133655	0	0	0	0	0.056	0.057	0	0.131	0.158
Physo137966	Physo109290	8200494	8190183	67593.Physo137966	67593.Physo109290	0	0	0	0	0.048	0	0	0.152	0.158
Physo133438	Physo129478	8196796	8193581	67593.Physo133438	67593.Physo129478	0	0	0	0	0.064	0.124	0	0.056	0.158
Physo135769	Physo134362	8198699	8197567	67593.Physo135769	67593.Physo134362	0	0	0	0	0	0.159	0	0	0.158
Physo133833	Physo108948	8197136	8189900	67593.Physo133833	67593.Physo108948	0	0	0	0	0	0.159	0	0	0.158
Physo130101	Physo109633	8194058	8190473	67593.Physo130101	67593.Physo109633	0	0	0	0	0.045	0.057	0	0.141	0.158
Physo155634	Physo143969	8206957	8205430	67593.Physo155634	67593.Physo143969	0	0	0	0	0.159	0	0	0	0.158
Physo142455	Physo135769	8204198	8198699	67593.Physo142455	67593.Physo135769	0	0	0	0	0	0.159	0	0	0.158
Physo133833	Physo122771	8197136	8191197	67593.Physo133833	67593.Physo122771	0	0	0	0	0	0.159	0	0	0.158
Physo155290	Physo128245	8206831	8192648	67593.Physo155290	67593.Physo128245	0	0	0	0	0.071	0	0	0.131	0.158
Physo136680	Physo135769	8199455	8198699	67593.Physo136680	67593.Physo135769	0	0	0	0	0	0.159	0	0	0.158
Physo140526	Physo136856	8202631	8199595	67593.Physo140526	67593.Physo136856	0	0	0	0	0.055	0.111	0	0.079	0.158
Physo129168	Physo127247	8193357	8191845	67593.Physo129168	67593.Physo127247	0	0	0	0	0	0.159	0	0	0.158
Physo133833	Physo118492	8197136	8190982	67593.Physo133833	67593.Physo118492	0	0	0	0	0	0.159	0	0	0.158
Physo129168	Physo118492	8193357	8190982	67593.Physo129168	67593.Physo118492	0	0	0	0	0	0.159	0	0	0.158
Physo144366	Physo134878	8205747	8197965	67593.Physo144366	67593.Physo134878	0	0	0	0.659	0	0.159	0	0	0.158
Physo135730	Physo109278	8198663	8190173	67593.Physo135730	67593.Physo109278	0	0	0	0	0	0.159	0	0	0.158
Physo137892	Physo109278	8200436	8190173	67593.Physo137892	67593.Physo109278	0	0	0	0	0	0.159	0	0	0.158
Physo155290	Physo122771	8206831	8191197	67593.Physo155290	67593.Physo122771	0	0	0	0	0.071	0	0	0.131	0.158
Physo142649	Physo130474	8204349	8194328	67593.Physo142649	67593.Physo130474	0	0	0	0	0	0.159	0	0	0.158
Physo133432	Physo109278	8196792	8190173	67593.Physo133432	67593.Physo109278	0	0	0	0	0	0.159	0	0	0.158
Physo156769	Physo132642	8207387	8196146	67593.Physo156769	67593.Physo132642	0	0	0	0	0	0.159	0	0	0.158
Physo142455	Physo134878	8204198	8197965	67593.Physo142455	67593.Physo134878	0	0	0	0.645	0	0.159	0	0	0.158
Physo145066	Physo136950	8206333	8199680	67593.Physo145066	67593.Physo136950	0	0	0	0	0.044	0.143	0	0.055	0.158
Physo141008	Physo139993	8203027	8202192	67593.Physo141008	67593.Physo139993	0	0	0	0	0.159	0	0	0	0.158
Physo136680	Physo134878	8199455	8197965	67593.Physo136680	67593.Physo134878	0	0	0	0.632	0	0.159	0	0	0.158
Physo143062	Physo130474	8204672	8194328	67593.Physo143062	67593.Physo130474	0	0	0	0	0.045	0.144	0	0.053	0.158
Physo127360	Physo109278	8191933	8190173	67593.Physo127360	67593.Physo109278	0	0	0	0	0	0.159	0	0	0.158
Physo134878	Physo127121	8197965	8191731	67593.Physo134878	67593.Physo127121	0	0	0	0.621	0	0.159	0	0	0.158
Physo157394	Physo133833	8207617	8197136	67593.Physo157394	67593.Physo133833	0	0	0	0	0	0.159	0	0	0.158
Physo155290	Physo116046	8206831	8190885	67593.Physo155290	67593.Physo116046	0	0	0	0	0.071	0	0	0.131	0.158
Physo144366	Physo135769	8205747	8198699	67593.Physo144366	67593.Physo135769	0	0	0	0	0	0.159	0	0	0.158
Physo157394	Physo129168	8207617	8193357	67593.Physo157394	67593.Physo129168	0	0	0	0	0	0.159	0	0	0.158
Physo135769	Physo127121	8198699	8191731	67593.Physo135769	67593.Physo127121	0	0	0	0	0	0.159	0	0	0.158
Physo108857	Physo108424	8189826	8189482	67593.Physo108857	67593.Physo108424	0	0	0	0	0.045	0.155	0	0	0.158
Physo157394	Physo155290	8207617	8206831	67593.Physo157394	67593.Physo155290	0	0	0	0	0.071	0	0	0.131	0.158
Physo133833	Physo116046	8197136	8190885	67593.Physo133833	67593.Physo116046	0	0	0	0	0	0.159	0	0	0.158
Physo155290	Physo108948	8206831	8189900	67593.Physo155290	67593.Physo108948	0	0	0	0	0.071	0	0	0.131	0.158
Physo139392	Physo108358	8201678	8189428	67593.Physo139392	67593.Physo108358	0	0	0	0	0.141	0	0	0.060	0.158
Physo139352	Physo109524	8201648	8190382	67593.Physo139352	67593.Physo109524	0	0	0	0	0.159	0	0	0	0.158
Physo133833	Physo127247	8197136	8191845	67593.Physo133833	67593.Physo127247	0	0	0	0	0	0.159	0	0	0.158
Physo129168	Physo108948	8193357	8189900	67593.Physo129168	67593.Physo108948	0	0	0	0	0	0.159	0	0	0.158
Physo141411	Physo130720	8203340	8194530	67593.Physo141411	67593.Physo130720	0	0	0	0	0.055	0.064	0	0.125	0.158
Physo134878	Physo134362	8197965	8197567	67593.Physo134878	67593.Physo134362	0	0	0	0.595	0	0.159	0	0	0.158
Physo129168	Physo116046	8193357	8190885	67593.Physo129168	67593.Physo116046	0	0	0	0	0	0.159	0	0	0.158
Physo129168	Physo128245	8193357	8192648	67593.Physo129168	67593.Physo128245	0	0	0	0	0	0.159	0	0	0.158
Physo155290	Physo118492	8206831	8190982	67593.Physo155290	67593.Physo118492	0	0	0	0	0.071	0	0	0.131	0.158
Physo155290	Physo127247	8206831	8191845	67593.Physo155290	67593.Physo127247	0	0	0	0	0.071	0	0	0.131	0.158
Physo134045	Physo127948	8197334	8192409	67593.Physo134045	67593.Physo127948	0	0	0	0	0.061	0.140	0	0.042	0.158
Physo133833	Physo128245	8197136	8192648	67593.Physo133833	67593.Physo128245	0	0	0	0	0	0.159	0	0	0.158
Physo129168	Physo122771	8193357	8191197	67593.Physo129168	67593.Physo122771	0	0	0	0	0	0.159	0	0	0.158
Physo135012	Physo127360	8198063	8191933	67593.Physo135012	67593.Physo127360	0	0	0	0	0.082	0.057	0	0.105	0.157
Physo135212	Physo111873	8198226	8190699	67593.Physo135212	67593.Physo111873	0	0	0	0	0	0.158	0	0	0.157
Physo156239	Physo111873	8207189	8190699	67593.Physo156239	67593.Physo111873	0	0	0	0	0	0.158	0	0	0.157
Physo156531	Physo141298	8207300	8203245	67593.Physo156531	67593.Physo141298	0	0	0	0	0	0.158	0	0	0.157
Physo137086	Physo111873	8199800	8190699	67593.Physo137086	67593.Physo111873	0	0	0	0	0	0.158	0	0	0.157
Physo130474	Physo118492	8194328	8190982	67593.Physo130474	67593.Physo118492	0	0	0	0	0	0.158	0	0	0.157
Physo133679	Physo111873	8196998	8190699	67593.Physo133679	67593.Physo111873	0	0	0	0	0	0.158	0	0	0.157
Physo145353	Physo142023	8206566	8203849	67593.Physo145353	67593.Physo142023	0	0	0	0	0	0	0	0.158	0.157
Physo131180	Physo108612	8194947	8189630	67593.Physo131180	67593.Physo108612	0.101	0	0	0	0.101	0	0	0	0.157
Physo141008	Physo108302	8203027	8189386	67593.Physo141008	67593.Physo108302	0	0	0	0	0.088	0.114	0	0	0.157
Physo141298	Physo129478	8203245	8193581	67593.Physo141298	67593.Physo129478	0	0	0	0	0.132	0.057	0	0.053	0.157
Physo127247	Physo122042	8191845	8191154	67593.Physo127247	67593.Physo122042	0	0	0	0	0	0.129	0	0.072	0.157
Physo142173	Physo111873	8203973	8190699	67593.Physo142173	67593.Physo111873	0	0	0	0	0	0.158	0	0	0.157
Physo122042	Physo118492	8191154	8190982	67593.Physo122042	67593.Physo118492	0	0	0	0	0	0.129	0	0.072	0.157
Physo122042	Physo108948	8191154	8189900	67593.Physo122042	67593.Physo108948	0	0	0	0	0	0.129	0	0.072	0.157
Physo156531	Physo128935	8207300	8193212	67593.Physo156531	67593.Physo128935	0	0	0	0	0.042	0.117	0	0.084	0.157
